"","ensembl_gene_id","p_val","avg_logFC","pct.1(treatment)","pct.2(control)","p_val_adj","mgi_symbol","description"
"26","ENSMUSG00000001313",0.0141963930509833,-219.249181907264,0.296,0.333,1,"Rnd2","Rho family GTPase 2 [Source:MGI Symbol;Acc:MGI:1338755]"
"27","ENSMUSG00000001403",5.57286916674739e-07,133.997365716228,0.111,1,0.00111457383334948,"Ube2c","ubiquitin-conjugating enzyme E2C [Source:MGI Symbol;Acc:MGI:1915862]"
"28","ENSMUSG00000001418",3.28530952094225e-05,107.349917905936,0.222,1,0.0657061904188449,"Glmp","glycosylated lysosomal membrane protein [Source:MGI Symbol;Acc:MGI:1913318]"
"29","ENSMUSG00000001436",1.57285196854748e-06,13.4944408035333,0.111,1,0.00314570393709496,"Slc19a1","solute carrier family 19 (folate transporter), member 1 [Source:MGI Symbol;Acc:MGI:103182]"
"30","ENSMUSG00000001473",0.000144161077750603,-1.52185742549033,0,0.467,0.288322155501205,"Tubb6","tubulin, beta 6 class V [Source:MGI Symbol;Acc:MGI:1915201]"
"31","ENSMUSG00000001482",4.47289856880854e-08,-2.26650855731999,0.111,1,8.94579713761708e-05,"Def8","differentially expressed in FDCP 8 [Source:MGI Symbol;Acc:MGI:1346331]"
"32","ENSMUSG00000001506",1.00717597383034e-08,-214.804541539192,0.185,1,2.01435194766068e-05,"Col1a1","collagen, type I, alpha 1 [Source:MGI Symbol;Acc:MGI:88467]"
"33","ENSMUSG00000001518",1.27537693723242e-09,-25.6220860484591,0.037,1,2.55075387446484e-06,"Itfg2","integrin alpha FG-GAP repeat containing 2 [Source:MGI Symbol;Acc:MGI:1915450]"
"34","ENSMUSG00000001521",7.23263263783821e-06,200.914382996747,0.444,1,0.0144652652756764,"Tulp3","tubby-like protein 3 [Source:MGI Symbol;Acc:MGI:1329045]"
"35","ENSMUSG00000001755",4.90202641633951e-06,321.571434752607,0.111,1,0.00980405283267903,"Coasy","Coenzyme A synthase [Source:MGI Symbol;Acc:MGI:1918993]"
"36","ENSMUSG00000001827",4.56665839322641e-05,595.896519576858,0.148,1,0.0913331678645283,"Folr1","folate receptor 1 (adult) [Source:MGI Symbol;Acc:MGI:95568]"
"37","ENSMUSG00000001946",3.29208483963664e-08,2.51924758606963,0.074,1,6.58416967927328e-05,"Esam","endothelial cell-specific adhesion molecule [Source:MGI Symbol;Acc:MGI:1916774]"
"38","ENSMUSG00000001962",0.000407107336558517,-99.5773339970672,0.222,0.2,0.814214673117034,"Fam50a","family with sequence similarity 50, member A [Source:MGI Symbol;Acc:MGI:1351626]"
"39","ENSMUSG00000001986",0.147250829301446,6.80851518392001,0.333,0.867,1,"Gria3","glutamate receptor, ionotropic, AMPA3 (alpha 3) [Source:MGI Symbol;Acc:MGI:95810]"
"40","ENSMUSG00000001995",0.103168140768392,28.5509132082847,0.111,0.4,1,"Sipa1l2","signal-induced proliferation-associated 1 like 2 [Source:MGI Symbol;Acc:MGI:2676970]"
"41","ENSMUSG00000002010",0.000202660971801682,119.625453155985,0.185,1,0.405321943603364,"Idh3g","isocitrate dehydrogenase 3 (NAD+), gamma [Source:MGI Symbol;Acc:MGI:1099463]"
"42","ENSMUSG00000002028",0.613515381848989,159.719410225666,0.222,0.667,1,"Kmt2a","lysine (K)-specific methyltransferase 2A [Source:MGI Symbol;Acc:MGI:96995]"
"43","ENSMUSG00000002233",1.27384926041155e-07,95.6748531521277,0.148,1,0.00025476985208231,"Rhoc","ras homolog family member C [Source:MGI Symbol;Acc:MGI:106028]"
"44","ENSMUSG00000002265",1.76254444991349e-05,50.6755418455237,0.222,1,0.0352508889982699,"Peg3","paternally expressed 3 [Source:MGI Symbol;Acc:MGI:104748]"
"45","ENSMUSG00000002297",0.014641287077766,-8.90706293037032,0.222,0.333,1,"Dbf4","DBF4 zinc finger [Source:MGI Symbol;Acc:MGI:1351328]"
"46","ENSMUSG00000002308",0.0287847384445266,-63.8919215798411,0.074,0.733,1,"Cd320","CD320 antigen [Source:MGI Symbol;Acc:MGI:1860083]"
"47","ENSMUSG00000002428",2.14898571753942e-05,192.204503496655,0.111,0.933,0.0429797143507884,"Hltf","helicase-like transcription factor [Source:MGI Symbol;Acc:MGI:1196437]"
"48","ENSMUSG00000002455",0.000175168535978653,0.389254449491286,0.074,0.867,0.350337071957307,"Prpf6","pre-mRNA splicing factor 6 [Source:MGI Symbol;Acc:MGI:1922946]"
"49","ENSMUSG00000002458",0.000315510622537765,-276.380484487758,0.185,0.2,0.63102124507553,"Rgs19","regulator of G-protein signaling 19 [Source:MGI Symbol;Acc:MGI:1915153]"
"50","ENSMUSG00000002546",1.60687993891157e-08,-3.48826887917785,0.037,1,3.21375987782314e-05,"Golga2","golgi autoantigen, golgin subfamily a, 2 [Source:MGI Symbol;Acc:MGI:2139395]"
"51","ENSMUSG00000002803",3.73571768124925e-07,284.938976119801,0.074,1,0.00074714353624985,"Btbd6","BTB (POZ) domain containing 6 [Source:MGI Symbol;Acc:MGI:3026623]"
"52","ENSMUSG00000002900",1.23316012497586e-06,45.9320242208977,0.185,1,0.00246632024995172,"Lamb1","laminin B1 [Source:MGI Symbol;Acc:MGI:96743]"
"53","ENSMUSG00000002997",0.000416586000276596,-238.58145360757,0.259,1,0.833172000553192,"Prkar2b","protein kinase, cAMP dependent regulatory, type II beta [Source:MGI Symbol;Acc:MGI:97760]"
"54","ENSMUSG00000003038",0.581401431901979,105.968286908965,0.889,1,1,"Hmgn2","high mobility group nucleosomal binding domain 2 [Source:MGI Symbol;Acc:MGI:96136]"
"55","ENSMUSG00000003119",3.0252624840587e-07,30.2958646295747,0.111,0.067,0.000605052496811739,"Cdk12","cyclin-dependent kinase 12 [Source:MGI Symbol;Acc:MGI:1098802]"
"56","ENSMUSG00000003134",0.460115841047904,-94.4424178513387,0.074,0.467,1,"Tbc1d8","TBC1 domain family, member 8 [Source:MGI Symbol;Acc:MGI:1927225]"
"57","ENSMUSG00000003226",5.81628778962707e-06,-20.4542099887019,0,0.133,0.0116325755792541,"Ranbp2","RAN binding protein 2 [Source:MGI Symbol;Acc:MGI:894323]"
"58","ENSMUSG00000003316",0.000200024142209344,148.354588963258,0.333,1,0.400048284418689,"Glg1","golgi apparatus protein 1 [Source:MGI Symbol;Acc:MGI:104967]"
"59","ENSMUSG00000003360",6.65756682913171e-09,14.9677402315335,0.148,0,1.33151336582634e-05,"Ddx23","DEAD (Asp-Glu-Ala-Asp) box polypeptide 23 [Source:MGI Symbol;Acc:MGI:1921601]"
"60","ENSMUSG00000003436",4.90202641633951e-06,167.870260457663,0.111,1,0.00980405283267903,"Dll3","delta like canonical Notch ligand 3 [Source:MGI Symbol;Acc:MGI:1096877]"
"61","ENSMUSG00000003437",0.703732287608569,86.218614371682,0.37,0.6,1,"Paf1","Paf1, RNA polymerase II complex component [Source:MGI Symbol;Acc:MGI:1923988]"
"62","ENSMUSG00000003438",0.000407107336558517,-55.3398353474674,0.222,0.2,0.814214673117034,"Timm50","translocase of inner mitochondrial membrane 50 [Source:MGI Symbol;Acc:MGI:1913775]"
"63","ENSMUSG00000003452",7.41193285185964e-06,337.057833742289,0.185,1,0.0148238657037193,"Bicd1","BICD cargo adaptor 1 [Source:MGI Symbol;Acc:MGI:1101760]"
"64","ENSMUSG00000003541",4.78943059695492e-07,117.120161935831,0.111,1,0.000957886119390985,"Ier3","immediate early response 3 [Source:MGI Symbol;Acc:MGI:104814]"
"65","ENSMUSG00000003604",6.13675717278663e-10,-5.12883747198384,0,1,1.22735143455733e-06,"Aven","apoptosis, caspase activation inhibitor [Source:MGI Symbol;Acc:MGI:1921518]"
"66","ENSMUSG00000003617",1.99139499535496e-07,146.477610570782,0.074,1,0.000398278999070992,"Cp","ceruloplasmin [Source:MGI Symbol;Acc:MGI:88476]"
"67","ENSMUSG00000003644",0.0921554001098114,-23.6926961913412,0.074,0.667,1,"Rps6ka1","ribosomal protein S6 kinase polypeptide 1 [Source:MGI Symbol;Acc:MGI:104558]"
"68","ENSMUSG00000003662",7.43473829493681e-05,148.682839403563,0.148,0.933,0.148694765898736,"Ciao1","cytosolic iron-sulfur protein assembly 1 [Source:MGI Symbol;Acc:MGI:1346998]"
"69","ENSMUSG00000003752",8.6806779765401e-06,-145.456655469542,0.037,0.133,0.0173613559530802,"Itpkc","inositol 1,4,5-trisphosphate 3-kinase C [Source:MGI Symbol;Acc:MGI:2442554]"
"70","ENSMUSG00000003778",0.00730713240456268,124.709166564901,0.556,1,1,"Brd8","bromodomain containing 8 [Source:MGI Symbol;Acc:MGI:1925906]"
"71","ENSMUSG00000003808",0.0210781718185006,-50.7728214197249,0.259,0.333,1,"Farsa","phenylalanyl-tRNA synthetase, alpha subunit [Source:MGI Symbol;Acc:MGI:1913840]"
"72","ENSMUSG00000003812",9.36075639295128e-09,-5.84011316722435,0.148,1,1.87215127859026e-05,"Dnase2a","deoxyribonuclease II alpha [Source:MGI Symbol;Acc:MGI:1329019]"
"73","ENSMUSG00000003934",0.00574671307155801,-200.158159748141,0.333,0.267,1,"Efnb3","ephrin B3 [Source:MGI Symbol;Acc:MGI:109196]"
"74","ENSMUSG00000003974",1.06842698435001e-06,256.253774522567,0.185,1,0.00213685396870003,"Grm3","glutamate receptor, metabotropic 3 [Source:MGI Symbol;Acc:MGI:1351340]"
"75","ENSMUSG00000004100",0.59394991851957,132.712980776133,0.222,0.533,1,"Ppan","peter pan homolog [Source:MGI Symbol;Acc:MGI:2178445]"
"76","ENSMUSG00000004127",0.547815690792541,0.380795215854917,0.037,0.467,1,"Trmt10a","tRNA methyltransferase 10A [Source:MGI Symbol;Acc:MGI:1920421]"
"77","ENSMUSG00000004151",1.91299218062389e-08,294.175737045227,0.037,1,3.82598436124779e-05,"Etv1","ets variant 1 [Source:MGI Symbol;Acc:MGI:99254]"
"78","ENSMUSG00000004317",0.547815690792541,31.8946436892825,0.037,0.467,1,"Clcn5","chloride channel, voltage-sensitive 5 [Source:MGI Symbol;Acc:MGI:99486]"
"79","ENSMUSG00000004366",3.52879235622758e-07,-Inf,0.111,0.067,0.000705758471245515,"Sst","somatostatin [Source:MGI Symbol;Acc:MGI:98326]"
"80","ENSMUSG00000004383",1.42688463777379e-05,-238.996256011051,0.185,0.133,0.0285376927554757,"Large1","LARGE xylosyl- and glucuronyltransferase 1 [Source:MGI Symbol;Acc:MGI:1342270]"
"81","ENSMUSG00000004393",0.000696787235419897,277.201909915987,0.333,0.267,1,"Ddx56","DEAD (Asp-Glu-Ala-Asp) box polypeptide 56 [Source:MGI Symbol;Acc:MGI:1277172]"
"82","ENSMUSG00000004530",0.0611598654976686,53.7270279996425,0.481,1,1,"Coro1c","coronin, actin binding protein 1C [Source:MGI Symbol;Acc:MGI:1345964]"
"83","ENSMUSG00000004558",0.00019618554223549,16.4651322702766,0.259,1,0.392371084470981,"Ndrg2","N-myc downstream regulated gene 2 [Source:MGI Symbol;Acc:MGI:1352498]"
"84","ENSMUSG00000004565",0.0414808891383224,-19.547693407154,0.074,0.333,1,"Pnpla6","patatin-like phospholipase domain containing 6 [Source:MGI Symbol;Acc:MGI:1354723]"
"85","ENSMUSG00000004610",0.0165232319259815,Inf,0.296,0.333,1,"Etfb","electron transferring flavoprotein, beta polypeptide [Source:MGI Symbol;Acc:MGI:106098]"
"86","ENSMUSG00000004631",0.0170177458336526,-31.6953608500272,0.111,0.733,1,"Sgce","sarcoglycan, epsilon [Source:MGI Symbol;Acc:MGI:1329042]"
"87","ENSMUSG00000004642",0.000583211782826592,-27.9869961884161,0.889,0.2,1,"Slbp","stem-loop binding protein [Source:MGI Symbol;Acc:MGI:108402]"
"88","ENSMUSG00000004843",0.0251331619699994,39.3473291485079,0.148,0.333,1,"Chmp2b","charged multivesicular body protein 2B [Source:MGI Symbol;Acc:MGI:1916192]"
"89","ENSMUSG00000004892",2.01301487285011e-06,72.9088556111127,0.259,1,0.00402602974570022,"Bcan","brevican [Source:MGI Symbol;Acc:MGI:1096385]"
"90","ENSMUSG00000005089",0.000302992792550606,19.2412251773627,0.37,1,0.605985585101211,"Slc1a2","solute carrier family 1 (glial high affinity glutamate transporter), member 2 [Source:MGI Symbol;Acc:MGI:101931]"
"91","ENSMUSG00000005124",1.91299218062389e-08,10.8742348502477,0.037,1,3.82598436124779e-05,"Ccn4","cellular communication network factor 4 [Source:MGI Symbol;Acc:MGI:1197008]"
"92","ENSMUSG00000005142",0.00168783308380589,105.452981699197,0.259,1,1,"Man2b1","mannosidase 2, alpha B1 [Source:MGI Symbol;Acc:MGI:107286]"
"93","ENSMUSG00000005233",3.29208483963664e-08,84.9637683341265,0.074,1,6.58416967927328e-05,"Spc25","SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913692]"
"94","ENSMUSG00000005621",0.0401615803958004,-0.428479105406199,0,0.333,1,"Zfp592","zinc finger protein 592 [Source:MGI Symbol;Acc:MGI:2443541]"
"95","ENSMUSG00000005656",0.224288844161517,-137.064082197441,0.407,0.533,1,"Snx6","sorting nexin 6 [Source:MGI Symbol;Acc:MGI:1919433]"
"96","ENSMUSG00000005686",0.00398885135340065,-3.07080075089046,0,0.733,1,"Ampd3","adenosine monophosphate deaminase 3 [Source:MGI Symbol;Acc:MGI:1096344]"
"97","ENSMUSG00000005803",1.91299218062389e-08,38.0767017836032,0.037,1,3.82598436124779e-05,"Sqor","sulfide quinone oxidoreductase [Source:MGI Symbol;Acc:MGI:1929899]"
"98","ENSMUSG00000005804",0.000226635176948114,23.9945760327078,0.185,0.2,0.453270353896227,"Bloc1s6","biogenesis of lysosomal organelles complex-1, subunit 6, pallidin [Source:MGI Symbol;Acc:MGI:1927580]"
"99","ENSMUSG00000005823",4.90202641633951e-06,175.684644633284,0.111,1,0.00980405283267903,"Gpr108","G protein-coupled receptor 108 [Source:MGI Symbol;Acc:MGI:1925558]"
"100","ENSMUSG00000005871",0.0637250255399279,-43.447914577988,0.593,1,1,"Apc","APC, WNT signaling pathway regulator [Source:MGI Symbol;Acc:MGI:88039]"
"101","ENSMUSG00000005881",0.0463748919413014,32.1588796111689,0.556,0.4,1,"Ergic3","ERGIC and golgi 3 [Source:MGI Symbol;Acc:MGI:1913616]"
"102","ENSMUSG00000005907",0.103168140768392,388.549015598729,0.111,0.4,1,"Pex1","peroxisomal biogenesis factor 1 [Source:MGI Symbol;Acc:MGI:1918632]"
"103","ENSMUSG00000005973",0.000181084697220813,102.134654339746,0.185,0.933,0.362169394441626,"Rcn1","reticulocalbin 1 [Source:MGI Symbol;Acc:MGI:104559]"
"104","ENSMUSG00000006024",0.915967847531163,31.859733225886,0.667,1,1,"Napa","N-ethylmaleimide sensitive fusion protein attachment protein alpha [Source:MGI Symbol;Acc:MGI:104563]"
"105","ENSMUSG00000006289",6.47914965568648e-07,119.799672346662,0.111,1,0.0012958299311373,"Osgep","O-sialoglycoprotein endopeptidase [Source:MGI Symbol;Acc:MGI:1913496]"
"106","ENSMUSG00000006360",0.000175168535978653,21.1343936561073,0.074,0.2,0.350337071957307,"Crip1","cysteine-rich protein 1 (intestinal) [Source:MGI Symbol;Acc:MGI:88501]"
"107","ENSMUSG00000006386",1.91299218062389e-08,58.4081991953146,0.037,1,3.82598436124779e-05,"Tek","TEK receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:98664]"
"108","ENSMUSG00000006398",6.13675717278663e-10,-8.20079279635099,0,1,1.22735143455733e-06,"Cdc20","cell division cycle 20 [Source:MGI Symbol;Acc:MGI:1859866]"
"109","ENSMUSG00000006494",3.29208483963664e-08,109.988820587784,0.074,1,6.58416967927328e-05,"Pdk1","pyruvate dehydrogenase kinase, isoenzyme 1 [Source:MGI Symbol;Acc:MGI:1926119]"
"110","ENSMUSG00000006517",0.000407107336558517,-11.0629385282709,0.222,1,0.814214673117034,"Mvd","mevalonate (diphospho) decarboxylase [Source:MGI Symbol;Acc:MGI:2179327]"
"111","ENSMUSG00000006526",5.26906975420163e-08,109.024841921281,0.111,1,0.000105381395084033,"Stimate","STIM activating enhancer [Source:MGI Symbol;Acc:MGI:1921500]"
"112","ENSMUSG00000006599",0.518695970436135,-379.300676278917,0.222,0.533,1,"Gtf2h1","general transcription factor II H, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1277216]"
"113","ENSMUSG00000006641",1.91299218062389e-08,348.729878304356,0.037,1,3.82598436124779e-05,"Slc5a6","solute carrier family 5 (sodium-dependent vitamin transporter), member 6 [Source:MGI Symbol;Acc:MGI:2660847]"
"114","ENSMUSG00000006717",0.00287629919783433,173.900290271906,0.333,1,1,"Acot13","acyl-CoA thioesterase 13 [Source:MGI Symbol;Acc:MGI:1914084]"
"115","ENSMUSG00000006782",1.27537693723242e-09,-18.2354237880264,0.037,1,2.55075387446484e-06,"Cnp","2',3'-cyclic nucleotide 3' phosphodiesterase [Source:MGI Symbol;Acc:MGI:88437]"
"116","ENSMUSG00000006800",0.0978270541657346,18.7696824761284,0.222,0.733,1,"Sulf2","sulfatase 2 [Source:MGI Symbol;Acc:MGI:1919293]"
"117","ENSMUSG00000007038",0.0307307017720385,-3.46176881146239,0.222,0.333,1,"Neu1","neuraminidase 1 [Source:MGI Symbol;Acc:MGI:97305]"
"118","ENSMUSG00000007097",0.00194179137147265,-221.534208708604,0.593,0.933,1,"Atp1a2","ATPase, Na+/K+ transporting, alpha 2 polypeptide [Source:MGI Symbol;Acc:MGI:88106]"
"119","ENSMUSG00000007613",0.0446428207326779,-99.1934521552847,0.111,0.733,1,"Tgfbr1","transforming growth factor, beta receptor I [Source:MGI Symbol;Acc:MGI:98728]"
"120","ENSMUSG00000007812",0.00105419563314634,132.386344630093,0.037,0.8,1,"Zfp655","zinc finger protein 655 [Source:MGI Symbol;Acc:MGI:1919861]"
"121","ENSMUSG00000007827",0.0354109382331911,-176.466093390974,0.037,0.333,1,"Ankrd26","ankyrin repeat domain 26 [Source:MGI Symbol;Acc:MGI:1917887]"
"122","ENSMUSG00000007872",3.16436266136896e-07,27.9316708534025,0.259,1,0.000632872532273793,"Id3","inhibitor of DNA binding 3 [Source:MGI Symbol;Acc:MGI:96398]"
"123","ENSMUSG00000008206",0.0018246292128329,309.361560149782,0.333,1,1,"Cers4","ceramide synthase 4 [Source:MGI Symbol;Acc:MGI:1914510]"
"124","ENSMUSG00000008384",0.425016392936831,276.332343380431,0.074,0.6,1,"Sertad1","SERTA domain containing 1 [Source:MGI Symbol;Acc:MGI:1913438]"
"125","ENSMUSG00000008489",0.827969155454321,-232.891663113227,0.37,0.667,1,"Elavl2","ELAV like RNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1100887]"
"126","ENSMUSG00000008540",5.43345967857946e-08,-41.5572245938587,0.074,1,0.000108669193571589,"Mgst1","microsomal glutathione S-transferase 1 [Source:MGI Symbol;Acc:MGI:1913850]"
"127","ENSMUSG00000008658",0.00268893718604353,-185.888849883604,0.556,1,1,"Rbfox1","RNA binding protein, fox-1 homolog (C. elegans) 1 [Source:MGI Symbol;Acc:MGI:1926224]"
"128","ENSMUSG00000008999",3.73571768124925e-07,166.47376506069,0.074,1,0.00074714353624985,"Bmp7","bone morphogenetic protein 7 [Source:MGI Symbol;Acc:MGI:103302]"
"129","ENSMUSG00000009216",0.00143989977280392,376.006567384939,0.407,1,1,"Fam163b","family with sequence similarity 163, member B [Source:MGI Symbol;Acc:MGI:1926106]"
"130","ENSMUSG00000009376",6.00953842673497e-05,239.798954886795,0.222,1,0.120190768534699,"Met","met proto-oncogene [Source:MGI Symbol;Acc:MGI:96969]"
"131","ENSMUSG00000009687",1.00717597383034e-08,-13.5816941676806,0.185,1,2.01435194766068e-05,"Fxyd5","FXYD domain-containing ion transport regulator 5 [Source:MGI Symbol;Acc:MGI:1201785]"
"132","ENSMUSG00000010066",2.78098538243309e-08,-38.5219365202953,0.074,1,5.56197076486617e-05,"Cacna2d2","calcium channel, voltage-dependent, alpha 2/delta subunit 2 [Source:MGI Symbol;Acc:MGI:1929813]"
"133","ENSMUSG00000010406",0.251889191591712,65.0126420698211,0.519,1,1,"Mrpl52","mitochondrial ribosomal protein L52 [Source:MGI Symbol;Acc:MGI:1916086]"
"134","ENSMUSG00000010755",0.000150848173342966,115.001149069278,0.148,0.933,0.301696346685932,"Cars","cysteinyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:1351477]"
"135","ENSMUSG00000010914",0.0336358339463589,-61.0380654850706,0.111,0.733,1,"Pdhx","pyruvate dehydrogenase complex, component X [Source:MGI Symbol;Acc:MGI:1351627]"
"136","ENSMUSG00000011306",1.84427465011032e-05,195.754987475641,0.185,1,0.0368854930022064,"Sugp1","SURP and G patch domain containing 1 [Source:MGI Symbol;Acc:MGI:1917866]"
"137","ENSMUSG00000011831",0.0387254702033869,-109.695519264395,0.148,0.333,1,"Evi5","ecotropic viral integration site 5 [Source:MGI Symbol;Acc:MGI:104736]"
"138","ENSMUSG00000012640",0.0401615803958004,-0.595116698386545,0,0.667,1,"Zfp715","zinc finger protein 715 [Source:MGI Symbol;Acc:MGI:1917180]"
"139","ENSMUSG00000013465",1.05656166543187e-05,272.830733526089,0.222,1,0.0211312333086375,"Nelfb","negative elongation factor complex member B [Source:MGI Symbol;Acc:MGI:1931035]"
"140","ENSMUSG00000013584",6.13675717278663e-10,-52.5884544437189,0,1,1.22735143455733e-06,"Aldh1a2","aldehyde dehydrogenase family 1, subfamily A2 [Source:MGI Symbol;Acc:MGI:107928]"
"141","ENSMUSG00000013663",0.873387453781774,-104.606475802564,0.556,0.667,1,"Pten","phosphatase and tensin homolog [Source:MGI Symbol;Acc:MGI:109583]"
"142","ENSMUSG00000014329",7.93072197121203e-08,99.0986505485989,0.148,1,0.000158614439424241,"Bicc1","BicC family RNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1933388]"
"143","ENSMUSG00000014361",1.34856500079063e-08,-1.58199725276805,0.037,1,2.69713000158125e-05,"Mertk","MER proto-oncogene tyrosine kinase [Source:MGI Symbol;Acc:MGI:96965]"
"144","ENSMUSG00000014426",0.000297564267100775,-34.6869874521747,0.148,0.933,0.595128534201551,"Map3k4","mitogen-activated protein kinase kinase kinase 4 [Source:MGI Symbol;Acc:MGI:1346875]"
"145","ENSMUSG00000014602",0.00151988645865756,-142.491596248136,0.519,1,1,"Kif1a","kinesin family member 1A [Source:MGI Symbol;Acc:MGI:108391]"
"146","ENSMUSG00000014633",1,4.77714378820161,0.074,0.533,1,"Cmc2","COX assembly mitochondrial protein 2 [Source:MGI Symbol;Acc:MGI:1913781]"
"147","ENSMUSG00000014846",0.0266936704106561,-68.8539974972591,0.074,0.333,1,"Tppp3","tubulin polymerization-promoting protein family member 3 [Source:MGI Symbol;Acc:MGI:1915221]"
"148","ENSMUSG00000015013",0.00185512982047254,432.331647188278,0.259,1,1,"Trappc2l","trafficking protein particle complex 2-like [Source:MGI Symbol;Acc:MGI:1916295]"
