"","ensembl_gene_id","p_val","avg_logFC","pct.1(treatment)","pct.2(control)","p_val_adj","mgi_symbol","description"
"14","ENSMUSG00000000861",0.000290442331783508,50.2220832552737,0.083,0.143,0.580884663567016,"Bcl11a","B cell CLL/lymphoma 11A (zinc finger protein) [Source:MGI Symbol;Acc:MGI:106190]"
"15","ENSMUSG00000000884",4.22074412085059e-05,421.567478738363,0.083,1,0.0844148824170118,"Gnb1l","guanine nucleotide binding protein (G protein), beta polypeptide 1-like [Source:MGI Symbol;Acc:MGI:1338057]"
"16","ENSMUSG00000000957",0.0559831995562166,213.557900816312,0.208,0.857,1,"Mmp14","matrix metallopeptidase 14 (membrane-inserted) [Source:MGI Symbol;Acc:MGI:101900]"
"17","ENSMUSG00000000982",7.16408994204226e-08,-1.12202455147775,0,1,0.000143281798840845,"Ccl3","chemokine (C-C motif) ligand 3 [Source:MGI Symbol;Acc:MGI:98260]"
"18","ENSMUSG00000001025",0.000123715020673365,0.464729598419928,0,0.143,0.24743004134673,"S100a6","S100 calcium binding protein A6 (calcyclin) [Source:MGI Symbol;Acc:MGI:1339467]"
"19","ENSMUSG00000001039",0.645115188351728,21.2743461798169,0.042,0.571,1,"B9d1","B9 protein domain 1 [Source:MGI Symbol;Acc:MGI:1351471]"
"20","ENSMUSG00000001052",0.000226251433601802,320.353465920064,0.208,1,0.452502867203604,"Sec24b","Sec24 related gene family, member B (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2139764]"
"21","ENSMUSG00000001056",0.98042155038261,307.080287649408,0.458,0.714,1,"Nhp2","NHP2 ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1098547]"
"22","ENSMUSG00000001123",0.0306515000769229,267.508310301834,0.333,1,1,"Lgals9","lectin, galactose binding, soluble 9 [Source:MGI Symbol;Acc:MGI:109496]"
"23","ENSMUSG00000001134",2.63108032358092e-06,209.057992126796,0.042,1,0.00526216064716183,"Uxt","ubiquitously expressed prefoldin like chaperone [Source:MGI Symbol;Acc:MGI:1277988]"
"24","ENSMUSG00000001211",0.000421510207169564,347.085527204514,0.208,1,0.843020414339127,"Agpat3","1-acylglycerol-3-phosphate O-acyltransferase 3 [Source:MGI Symbol;Acc:MGI:1336186]"
"25","ENSMUSG00000001280",0.000453375142954613,241.340895951151,0.167,0.143,0.906750285909226,"Sp1","trans-acting transcription factor 1 [Source:MGI Symbol;Acc:MGI:98372]"
"26","ENSMUSG00000001313",0.458133970390501,-3.5223552598085,0,0.429,1,"Rnd2","Rho family GTPase 2 [Source:MGI Symbol;Acc:MGI:1338755]"
"27","ENSMUSG00000001403",7.67474514228863e-05,21.0991857124661,0.125,1,0.153494902845773,"Ube2c","ubiquitin-conjugating enzyme E2C [Source:MGI Symbol;Acc:MGI:1915862]"
"28","ENSMUSG00000001418",0.321305734055198,298.04482073904,0.333,0.714,1,"Glmp","glycosylated lysosomal membrane protein [Source:MGI Symbol;Acc:MGI:1913318]"
"29","ENSMUSG00000001436",4.22074412085059e-05,49.1833524832738,0.083,1,0.0844148824170118,"Slc19a1","solute carrier family 19 (folate transporter), member 1 [Source:MGI Symbol;Acc:MGI:103182]"
"30","ENSMUSG00000001473",0.0776586944176782,344.40283056522,0.25,0.857,1,"Tubb6","tubulin, beta 6 class V [Source:MGI Symbol;Acc:MGI:1915201]"
"31","ENSMUSG00000001482",0.00353847181290114,8.24282492713359,0.083,0.857,1,"Def8","differentially expressed in FDCP 8 [Source:MGI Symbol;Acc:MGI:1346331]"
"32","ENSMUSG00000001506",1.4556794328946e-05,-218.539454673532,0.167,1,0.029113588657892,"Col1a1","collagen, type I, alpha 1 [Source:MGI Symbol;Acc:MGI:88467]"
"33","ENSMUSG00000001518",2.63108032358092e-06,16.5194948608393,0.042,1,0.00526216064716183,"Itfg2","integrin alpha FG-GAP repeat containing 2 [Source:MGI Symbol;Acc:MGI:1915450]"
"34","ENSMUSG00000001521",0.0348682875982087,53.052668788375,0.75,0.857,1,"Tulp3","tubby-like protein 3 [Source:MGI Symbol;Acc:MGI:1329045]"
"35","ENSMUSG00000001755",2.93530096656353e-07,-16.1111607804212,0.042,1,0.000587060193312706,"Coasy","Coenzyme A synthase [Source:MGI Symbol;Acc:MGI:1918993]"
"36","ENSMUSG00000001930",0.0273808215419202,116.076199528288,0.417,0.286,1,"Vwf","Von Willebrand factor [Source:MGI Symbol;Acc:MGI:98941]"
"37","ENSMUSG00000001946",0.831299697599043,Inf,0.792,1,1,"Esam","endothelial cell-specific adhesion molecule [Source:MGI Symbol;Acc:MGI:1916774]"
"38","ENSMUSG00000001962",0.0435040857502123,118.53447560908,0.208,0.857,1,"Fam50a","family with sequence similarity 50, member A [Source:MGI Symbol;Acc:MGI:1351626]"
"39","ENSMUSG00000001986",2.24696981148279e-05,-2.7720496446419,0.125,1,0.0449393962296558,"Gria3","glutamate receptor, ionotropic, AMPA3 (alpha 3) [Source:MGI Symbol;Acc:MGI:95810]"
"40","ENSMUSG00000001995",0.243458046135964,394.089596621757,0.125,0.429,1,"Sipa1l2","signal-induced proliferation-associated 1 like 2 [Source:MGI Symbol;Acc:MGI:2676970]"
"41","ENSMUSG00000002010",0.00902699323113154,364.392698990597,0.208,1,1,"Idh3g","isocitrate dehydrogenase 3 (NAD+), gamma [Source:MGI Symbol;Acc:MGI:1099463]"
"42","ENSMUSG00000002028",0.0383589352904484,-81.5866426065921,0.167,0.286,1,"Kmt2a","lysine (K)-specific methyltransferase 2A [Source:MGI Symbol;Acc:MGI:96995]"
"43","ENSMUSG00000002233",0.19133158510454,2.04066624121918,0.708,0.429,1,"Rhoc","ras homolog family member C [Source:MGI Symbol;Acc:MGI:106028]"
"44","ENSMUSG00000002257",0.000258421451311614,-164.883939596994,0.042,0.143,0.516842902623228,"Def6","differentially expressed in FDCP 6 [Source:MGI Symbol;Acc:MGI:1346328]"
"45","ENSMUSG00000002265",2.93530096656353e-07,-19.1993686004562,0.042,1,0.000587060193312706,"Peg3","paternally expressed 3 [Source:MGI Symbol;Acc:MGI:104748]"
"46","ENSMUSG00000002297",0.00164418456264388,4.82799570492754,0.417,0.143,1,"Dbf4","DBF4 zinc finger [Source:MGI Symbol;Acc:MGI:1351328]"
"47","ENSMUSG00000002308",0.0078182282406186,200.519195185417,0.25,1,1,"Cd320","CD320 antigen [Source:MGI Symbol;Acc:MGI:1860083]"
"48","ENSMUSG00000002326",0.000258421451311614,-132.038409281087,0.042,0.143,0.516842902623228,"Gmpr2","guanosine monophosphate reductase 2 [Source:MGI Symbol;Acc:MGI:1917903]"
"49","ENSMUSG00000002455",0.000376461473238668,167.746447830861,0.125,1,0.752922946477335,"Prpf6","pre-mRNA splicing factor 6 [Source:MGI Symbol;Acc:MGI:1922946]"
"50","ENSMUSG00000002458",0.00217613384988757,130.759079679061,0.167,1,1,"Rgs19","regulator of G-protein signaling 19 [Source:MGI Symbol;Acc:MGI:1915153]"
"51","ENSMUSG00000002546",0.000123715020673365,-133.300299059374,0,0.143,0.24743004134673,"Golga2","golgi autoantigen, golgin subfamily a, 2 [Source:MGI Symbol;Acc:MGI:2139395]"
"52","ENSMUSG00000002803",0.0220048505010859,-111.311948249249,0,0.714,1,"Btbd6","BTB (POZ) domain containing 6 [Source:MGI Symbol;Acc:MGI:3026623]"
"53","ENSMUSG00000002900",0.0559831995562166,-267.215586560193,0.208,0.286,1,"Lamb1","laminin B1 [Source:MGI Symbol;Acc:MGI:96743]"
"54","ENSMUSG00000002997",0.0254712024952284,79.8878245674518,0.208,0.286,1,"Prkar2b","protein kinase, cAMP dependent regulatory, type II beta [Source:MGI Symbol;Acc:MGI:97760]"
"55","ENSMUSG00000003038",0.126692716503617,285.471089932919,0.958,1,1,"Hmgn2","high mobility group nucleosomal binding domain 2 [Source:MGI Symbol;Acc:MGI:96136]"
"56","ENSMUSG00000003119",0.333811066531689,445.120221999032,0.167,0.714,1,"Cdk12","cyclin-dependent kinase 12 [Source:MGI Symbol;Acc:MGI:1098802]"
"57","ENSMUSG00000003226",0.000557140675652791,141.603012993466,0.167,1,1,"Ranbp2","RAN binding protein 2 [Source:MGI Symbol;Acc:MGI:894323]"
"58","ENSMUSG00000003316",0.177104984977385,211.880663794944,0.458,1,1,"Glg1","golgi apparatus protein 1 [Source:MGI Symbol;Acc:MGI:104967]"
"59","ENSMUSG00000003360",1.94450928507916e-06,-9.55082140882087,0.042,1,0.00388901857015833,"Ddx23","DEAD (Asp-Glu-Ala-Asp) box polypeptide 23 [Source:MGI Symbol;Acc:MGI:1921601]"
"60","ENSMUSG00000003436",7.16408994204226e-08,-3.54070613595296,0,1,0.000143281798840845,"Dll3","delta like canonical Notch ligand 3 [Source:MGI Symbol;Acc:MGI:1096877]"
"61","ENSMUSG00000003437",0.0123020752847422,123.87589415514,0.208,0.857,1,"Paf1","Paf1, RNA polymerase II complex component [Source:MGI Symbol;Acc:MGI:1923988]"
"62","ENSMUSG00000003438",0.293812084236071,6.26556229538323,0.208,0.429,1,"Timm50","translocase of inner mitochondrial membrane 50 [Source:MGI Symbol;Acc:MGI:1913775]"
"63","ENSMUSG00000003452",7.16408994204226e-08,-2.88295551720304,0,1,0.000143281798840845,"Bicd1","BICD cargo adaptor 1 [Source:MGI Symbol;Acc:MGI:1101760]"
"64","ENSMUSG00000003541",0.682951925770324,-22.8310509091646,0.583,0.571,1,"Ier3","immediate early response 3 [Source:MGI Symbol;Acc:MGI:104814]"
"65","ENSMUSG00000003604",2.3911382669561e-05,161.559103174793,0.167,1,0.047822765339122,"Aven","apoptosis, caspase activation inhibitor [Source:MGI Symbol;Acc:MGI:1921518]"
"66","ENSMUSG00000003617",3.53332855954487e-06,-27.0208009619068,0.125,1,0.00706665711908974,"Cp","ceruloplasmin [Source:MGI Symbol;Acc:MGI:88476]"
"67","ENSMUSG00000003644",0.000376461473238668,32.1630814155181,0.125,1,0.752922946477335,"Rps6ka1","ribosomal protein S6 kinase polypeptide 1 [Source:MGI Symbol;Acc:MGI:104558]"
"68","ENSMUSG00000003662",4.22074412085059e-05,144.65166912754,0.083,1,0.0844148824170118,"Ciao1","cytosolic iron-sulfur protein assembly 1 [Source:MGI Symbol;Acc:MGI:1346998]"
"69","ENSMUSG00000003778",0.898820846213705,10.7639842856499,0.333,0.571,1,"Brd8","bromodomain containing 8 [Source:MGI Symbol;Acc:MGI:1925906]"
"70","ENSMUSG00000003808",3.26751484695339e-05,47.8042569733148,0.083,1,0.0653502969390678,"Farsa","phenylalanyl-tRNA synthetase, alpha subunit [Source:MGI Symbol;Acc:MGI:1913840]"
"71","ENSMUSG00000003812",2.63108032358092e-06,-0.466599440106924,0.042,1,0.00526216064716183,"Dnase2a","deoxyribonuclease II alpha [Source:MGI Symbol;Acc:MGI:1329019]"
"72","ENSMUSG00000003934",0.00036419326595307,17.0730348697396,0.083,0.143,0.72838653190614,"Efnb3","ephrin B3 [Source:MGI Symbol;Acc:MGI:109196]"
"73","ENSMUSG00000003974",1.3452351932574e-05,Inf,0.125,1,0.0269047038651479,"Grm3","glutamate receptor, metabotropic 3 [Source:MGI Symbol;Acc:MGI:1351340]"
"74","ENSMUSG00000004100",4.22074412085059e-05,72.3777779625929,0.083,1,0.0844148824170118,"Ppan","peter pan homolog [Source:MGI Symbol;Acc:MGI:2178445]"
"75","ENSMUSG00000004127",3.99921124792536e-06,67.7723175237581,0.167,0,0.00799842249585073,"Trmt10a","tRNA methyltransferase 10A [Source:MGI Symbol;Acc:MGI:1920421]"
"76","ENSMUSG00000004151",7.16408994204226e-08,-8.16864350112859,0,1,0.000143281798840845,"Etv1","ets variant 1 [Source:MGI Symbol;Acc:MGI:99254]"
"77","ENSMUSG00000004317",2.02520232978031e-06,414.476424453018,0.125,0,0.00405040465956062,"Clcn5","chloride channel, voltage-sensitive 5 [Source:MGI Symbol;Acc:MGI:99486]"
"78","ENSMUSG00000004383",0.0182148085668472,203.28282397085,0.125,0.857,1,"Large1","LARGE xylosyl- and glucuronyltransferase 1 [Source:MGI Symbol;Acc:MGI:1342270]"
"79","ENSMUSG00000004393",6.55950602362765e-06,49.6561470055963,0.083,1,0.0131190120472553,"Ddx56","DEAD (Asp-Glu-Ala-Asp) box polypeptide 56 [Source:MGI Symbol;Acc:MGI:1277172]"
"80","ENSMUSG00000004530",0.285034827761115,-262.651279633929,0.708,0.429,1,"Coro1c","coronin, actin binding protein 1C [Source:MGI Symbol;Acc:MGI:1345964]"
"81","ENSMUSG00000004558",7.67474514228863e-05,36.488785554579,0.125,1,0.153494902845773,"Ndrg2","N-myc downstream regulated gene 2 [Source:MGI Symbol;Acc:MGI:1352498]"
"82","ENSMUSG00000004565",0.0713105007267666,106.209188206696,0.208,0.857,1,"Pnpla6","patatin-like phospholipase domain containing 6 [Source:MGI Symbol;Acc:MGI:1354723]"
"83","ENSMUSG00000004610",0.229177563391726,202.586634750042,0.458,1,1,"Etfb","electron transferring flavoprotein, beta polypeptide [Source:MGI Symbol;Acc:MGI:106098]"
"84","ENSMUSG00000004631",0.00217613384988757,70.815181873312,0.167,1,1,"Sgce","sarcoglycan, epsilon [Source:MGI Symbol;Acc:MGI:1329042]"
"85","ENSMUSG00000004642",0.112209437590754,535.223710110306,0.75,1,1,"Slbp","stem-loop binding protein [Source:MGI Symbol;Acc:MGI:108402]"
"86","ENSMUSG00000004843",1.9388718702173e-05,97.7021187563205,0.083,1,0.038777437404346,"Chmp2b","charged multivesicular body protein 2B [Source:MGI Symbol;Acc:MGI:1916192]"
"87","ENSMUSG00000004892",0.00018286745429603,119.832684053407,0.208,1,0.36573490859206,"Bcan","brevican [Source:MGI Symbol;Acc:MGI:1096385]"
"88","ENSMUSG00000005089",0.000995281417621142,117.391700880059,0.25,1,1,"Slc1a2","solute carrier family 1 (glial high affinity glutamate transporter), member 2 [Source:MGI Symbol;Acc:MGI:101931]"
"89","ENSMUSG00000005124",7.16408994204226e-08,-1.9001085681776,0,1,0.000143281798840845,"Ccn4","cellular communication network factor 4 [Source:MGI Symbol;Acc:MGI:1197008]"
"90","ENSMUSG00000005142",0.00163613428902286,547.431275269142,0.208,1,1,"Man2b1","mannosidase 2, alpha B1 [Source:MGI Symbol;Acc:MGI:107286]"
"91","ENSMUSG00000005233",7.67474514228863e-05,610.954821169563,0.125,1,0.153494902845773,"Spc25","SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913692]"
"92","ENSMUSG00000005370",3.99921124792536e-06,244.85054977989,0.167,0,0.00799842249585073,"Msh6","mutS homolog 6 [Source:MGI Symbol;Acc:MGI:1343961]"
"93","ENSMUSG00000005470",2.63108032358092e-06,316.510925816468,0.042,1,0.00526216064716183,"Asf1b","anti-silencing function 1B histone chaperone [Source:MGI Symbol;Acc:MGI:1914179]"
"94","ENSMUSG00000005583",0.0448908376026992,146.636485438881,0.542,1,1,"Mef2c","myocyte enhancer factor 2C [Source:MGI Symbol;Acc:MGI:99458]"
"95","ENSMUSG00000005615",0.0121801754790078,183.325498650011,0.292,1,1,"Pcyt1a","phosphate cytidylyltransferase 1, choline, alpha isoform [Source:MGI Symbol;Acc:MGI:88557]"
"96","ENSMUSG00000005621",0.458133970390501,-2.54346209014982,0,0.429,1,"Zfp592","zinc finger protein 592 [Source:MGI Symbol;Acc:MGI:2443541]"
"97","ENSMUSG00000005656",0.863608229568654,88.2261737188948,0.458,0.714,1,"Snx6","sorting nexin 6 [Source:MGI Symbol;Acc:MGI:1919433]"
"98","ENSMUSG00000005686",4.22074412085059e-05,203.247610207653,0.083,1,0.0844148824170118,"Ampd3","adenosine monophosphate deaminase 3 [Source:MGI Symbol;Acc:MGI:1096344]"
"99","ENSMUSG00000005803",0.0087091559494267,134.286003178547,0.167,0.857,1,"Sqor","sulfide quinone oxidoreductase [Source:MGI Symbol;Acc:MGI:1929899]"
"100","ENSMUSG00000005804",0.000629522193685281,86.2228425181841,0.208,0.143,1,"Bloc1s6","biogenesis of lysosomal organelles complex-1, subunit 6, pallidin [Source:MGI Symbol;Acc:MGI:1927580]"
"101","ENSMUSG00000005823",4.22074412085059e-05,448.454456494611,0.083,1,0.0844148824170118,"Gpr108","G protein-coupled receptor 108 [Source:MGI Symbol;Acc:MGI:1925558]"
"102","ENSMUSG00000005871",0.00536938351704705,390.148702929584,0.375,1,1,"Apc","APC, WNT signaling pathway regulator [Source:MGI Symbol;Acc:MGI:88039]"
"103","ENSMUSG00000005881",0.980224838922114,93.435318750109,0.417,0.571,1,"Ergic3","ERGIC and golgi 3 [Source:MGI Symbol;Acc:MGI:1913616]"
"104","ENSMUSG00000005897",1.94450928507916e-06,-2.07633407862205,0.042,1,0.00388901857015833,"Nr2c1","nuclear receptor subfamily 2, group C, member 1 [Source:MGI Symbol;Acc:MGI:1352465]"
"105","ENSMUSG00000005907",4.22074412085059e-05,146.110093503472,0.083,1,0.0844148824170118,"Pex1","peroxisomal biogenesis factor 1 [Source:MGI Symbol;Acc:MGI:1918632]"
"106","ENSMUSG00000005973",0.00036419326595307,36.6871922732822,0.083,0.143,0.72838653190614,"Rcn1","reticulocalbin 1 [Source:MGI Symbol;Acc:MGI:104559]"
"107","ENSMUSG00000006024",0.0114824739700831,113.470098397014,0.458,1,1,"Napa","N-ethylmaleimide sensitive fusion protein attachment protein alpha [Source:MGI Symbol;Acc:MGI:104563]"
"108","ENSMUSG00000006289",6.55950602362765e-06,156.325139319656,0.083,1,0.0131190120472553,"Osgep","O-sialoglycoprotein endopeptidase [Source:MGI Symbol;Acc:MGI:1913496]"
"109","ENSMUSG00000006360",0.00484729464412031,100.822698212706,0.292,1,1,"Crip1","cysteine-rich protein 1 (intestinal) [Source:MGI Symbol;Acc:MGI:88501]"
"110","ENSMUSG00000006386",0.47666796691257,-8.25376791419006,0.458,0.857,1,"Tek","TEK receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:98664]"
"111","ENSMUSG00000006398",2.63108032358092e-06,14.6956612037053,0.042,1,0.00526216064716183,"Cdc20","cell division cycle 20 [Source:MGI Symbol;Acc:MGI:1859866]"
"112","ENSMUSG00000006494",0.000193160620445696,266.490012956296,0.167,1,0.386321240891392,"Pdk1","pyruvate dehydrogenase kinase, isoenzyme 1 [Source:MGI Symbol;Acc:MGI:1926119]"
"113","ENSMUSG00000006517",7.16408994204226e-08,-2.68228831814281,0,1,0.000143281798840845,"Mvd","mevalonate (diphospho) decarboxylase [Source:MGI Symbol;Acc:MGI:2179327]"
"114","ENSMUSG00000006526",7.67474514228863e-05,107.853299501693,0.125,1,0.153494902845773,"Stimate","STIM activating enhancer [Source:MGI Symbol;Acc:MGI:1921500]"
"115","ENSMUSG00000006599",0.00101626673197667,-231.277242132065,0.167,0.143,1,"Gtf2h1","general transcription factor II H, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1277216]"
"116","ENSMUSG00000006641",0.00101626673197667,-128.001376864202,0.167,0.143,1,"Slc5a6","solute carrier family 5 (sodium-dependent vitamin transporter), member 6 [Source:MGI Symbol;Acc:MGI:2660847]"
"117","ENSMUSG00000006717",0.00101866852592629,4.47237241959135,0.042,0.857,1,"Acot13","acyl-CoA thioesterase 13 [Source:MGI Symbol;Acc:MGI:1914084]"
"118","ENSMUSG00000006782",6.55950602362765e-06,131.069812799019,0.083,1,0.0131190120472553,"Cnp","2',3'-cyclic nucleotide 3' phosphodiesterase [Source:MGI Symbol;Acc:MGI:88437]"
"119","ENSMUSG00000006800",2.24696981148279e-05,66.8298794966601,0.125,1,0.0449393962296558,"Sulf2","sulfatase 2 [Source:MGI Symbol;Acc:MGI:1919293]"
"120","ENSMUSG00000007038",7.16408994204226e-08,-3.56981223685529,0,1,0.000143281798840845,"Neu1","neuraminidase 1 [Source:MGI Symbol;Acc:MGI:97305]"
"121","ENSMUSG00000007097",0.0381900789327487,-Inf,0.667,0.857,1,"Atp1a2","ATPase, Na+/K+ transporting, alpha 2 polypeptide [Source:MGI Symbol;Acc:MGI:88106]"
"122","ENSMUSG00000007613",3.26751484695339e-05,7.5984397867548,0.083,1,0.0653502969390678,"Tgfbr1","transforming growth factor, beta receptor I [Source:MGI Symbol;Acc:MGI:98728]"
"123","ENSMUSG00000007812",0.00512966681418044,105.571601573615,0.083,0.857,1,"Zfp655","zinc finger protein 655 [Source:MGI Symbol;Acc:MGI:1919861]"
"124","ENSMUSG00000007827",6.55950602362765e-06,87.919791200463,0.083,1,0.0131190120472553,"Ankrd26","ankyrin repeat domain 26 [Source:MGI Symbol;Acc:MGI:1917887]"
"125","ENSMUSG00000007872",0.552557696982728,315.635177849009,0.708,1,1,"Id3","inhibitor of DNA binding 3 [Source:MGI Symbol;Acc:MGI:96398]"
"126","ENSMUSG00000008206",0.000377683412280383,244.190211218307,0.25,1,0.755366824560766,"Cers4","ceramide synthase 4 [Source:MGI Symbol;Acc:MGI:1914510]"
"127","ENSMUSG00000008384",0.0615150863495356,-186.900168558187,0.25,0.286,1,"Sertad1","SERTA domain containing 1 [Source:MGI Symbol;Acc:MGI:1913438]"
"128","ENSMUSG00000008435",0.00217613384988757,99.518775946759,0.167,1,1,"Rdh13","retinol dehydrogenase 13 (all-trans and 9-cis) [Source:MGI Symbol;Acc:MGI:1918732]"
"129","ENSMUSG00000008489",0.000376461473238668,32.3423870283652,0.125,0.143,0.752922946477335,"Elavl2","ELAV like RNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1100887]"
"130","ENSMUSG00000008540",1.05056226437065e-06,-3.59078369174791,0.042,1,0.00210112452874131,"Mgst1","microsomal glutathione S-transferase 1 [Source:MGI Symbol;Acc:MGI:1913850]"
"131","ENSMUSG00000008575",0.868529670328568,Inf,0.833,1,1,"Nfib","nuclear factor I/B [Source:MGI Symbol;Acc:MGI:103188]"
"132","ENSMUSG00000008658",2.3911382669561e-05,228.3054807945,0.167,1,0.047822765339122,"Rbfox1","RNA binding protein, fox-1 homolog (C. elegans) 1 [Source:MGI Symbol;Acc:MGI:1926224]"
"133","ENSMUSG00000008999",2.93530096656353e-07,-21.7511970212888,0.042,1,0.000587060193312706,"Bmp7","bone morphogenetic protein 7 [Source:MGI Symbol;Acc:MGI:103302]"
"134","ENSMUSG00000009216",1.1677510812521e-06,-5.88491280635733,0.083,1,0.00233550216250421,"Fam163b","family with sequence similarity 163, member B [Source:MGI Symbol;Acc:MGI:1926106]"
"135","ENSMUSG00000009376",0.000123715020673365,-0.766666131622077,0,0.857,0.24743004134673,"Met","met proto-oncogene [Source:MGI Symbol;Acc:MGI:96969]"
"136","ENSMUSG00000009545",0.0499320937650068,-139.712829319464,0.167,0.286,1,"Kcnq1","potassium voltage-gated channel, subfamily Q, member 1 [Source:MGI Symbol;Acc:MGI:108083]"
"137","ENSMUSG00000009687",0.862251206252136,306.613696355343,0.417,0.714,1,"Fxyd5","FXYD domain-containing ion transport regulator 5 [Source:MGI Symbol;Acc:MGI:1201785]"
"138","ENSMUSG00000010406",0.0615150863495356,324.289021011413,0.25,0.857,1,"Mrpl52","mitochondrial ribosomal protein L52 [Source:MGI Symbol;Acc:MGI:1916086]"
"139","ENSMUSG00000010755",0.745885924663935,8.84585848159123,0.083,0.571,1,"Cars","cysteinyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:1351477]"
"140","ENSMUSG00000010914",0.458133970390501,-0.799190748436472,0,0.571,1,"Pdhx","pyruvate dehydrogenase complex, component X [Source:MGI Symbol;Acc:MGI:1351627]"
"141","ENSMUSG00000011306",4.22074412085059e-05,87.2073543862659,0.083,1,0.0844148824170118,"Sugp1","SURP and G patch domain containing 1 [Source:MGI Symbol;Acc:MGI:1917866]"
"142","ENSMUSG00000011831",0.00135898908798452,-76.5708392427733,0.208,0.143,1,"Evi5","ecotropic viral integration site 5 [Source:MGI Symbol;Acc:MGI:104736]"
"143","ENSMUSG00000012350",2.63108032358092e-06,1.02873698621397,0.042,1,0.00526216064716183,"Ehf","ets homologous factor [Source:MGI Symbol;Acc:MGI:1270840]"
"144","ENSMUSG00000012640",0.00036419326595307,39.5856499663723,0.083,0.143,0.72838653190614,"Zfp715","zinc finger protein 715 [Source:MGI Symbol;Acc:MGI:1917180]"
"145","ENSMUSG00000013465",0.00135898908798452,-125.317662082272,0.208,0.143,1,"Nelfb","negative elongation factor complex member B [Source:MGI Symbol;Acc:MGI:1931035]"
"146","ENSMUSG00000013584",8.65645301589006e-07,-89.7230422250543,0.083,1,0.00173129060317801,"Aldh1a2","aldehyde dehydrogenase family 1, subfamily A2 [Source:MGI Symbol;Acc:MGI:107928]"
"147","ENSMUSG00000013663",0.00240690823702785,73.0323447429366,0.375,0.143,1,"Pten","phosphatase and tensin homolog [Source:MGI Symbol;Acc:MGI:109583]"
"148","ENSMUSG00000014329",7.16408994204226e-08,-285.907517551158,0,1,0.000143281798840845,"Bicc1","BicC family RNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1933388]"
"149","ENSMUSG00000014361",7.16408994204226e-08,-2.38548263253149,0,1,0.000143281798840845,"Mertk","MER proto-oncogene tyrosine kinase [Source:MGI Symbol;Acc:MGI:96965]"
"150","ENSMUSG00000014426",0.036463839457411,-227.136531556012,0.083,0.286,1,"Map3k4","mitogen-activated protein kinase kinase kinase 4 [Source:MGI Symbol;Acc:MGI:1346875]"
